Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners Seoul 1988,"Welterweight, Freestyle, Men",Kenny Monday,USA,Adlan Varayev,URS,Rahmat Sofiadi,BUL
Medal winners Seoul 1988,"Middleweight, Freestyle, Men",Han Myeong-U,KOR,Necmi Gençalp,TUR,Jozef Lohyňa,TCH
Medal winners Seoul 1988,"Light-Heavyweight, Freestyle, Men",Makharbek Khadartsev,URS,Akira Ota,JPN,Kim Tae-U,KOR
Medal winners Seoul 1988,"Heavyweight, Freestyle, Men",Vasile Pușcașu,ROU,Leri Khabelovi,URS,Bill Scherr,USA
Medal winners Seoul 1988,"Super-Heavyweight, Freestyle, Men",Davit Gobejishvili,URS,Bruce Baumgartner,USA,Andreas Schröder,GDR
Medal winners Barcelona 1992,Archery,,,,,,
Medal winners Barcelona 1992,"Individual, Men",Sébastien Flûte,FRA,Jeong Jae-Heon,KOR,Simon Terry,GBR
Medal winners Barcelona 1992,"Team, Men",Spain,ESP,Finland,FIN,Great Britain,GBR
Medal winners Barcelona 1992,"Individual, Women",Jo Yun-Jeong,KOR,Kim Su-Nyeong,KOR,Natalia Valeeva,EUN
Medal winners Barcelona 1992,"Team, Women",Republic of Korea,KOR,People's Republic of China,CHN,Unified Team,EUN
Medal winners Barcelona 1992,Artistic Gymnastics,,,,,,
Medal winners Barcelona 1992,"Individual All-Around, Men",Vitali Shcherba,EUN,Hryhoriy Misiutin,EUN,Valery Belenky,EUN
Medal winners Barcelona 1992,"Team All-Around, Men",Unified Team,EUN,People's Republic of China,CHN,Japan,JPN
Medal winners Barcelona 1992,"Floor Exercise, Men",Li Xiaoshuang,CHN,Hryhoriy MisiutinYukio Iketani,EUNJPN,—,—
Medal winners Barcelona 1992,"Horse Vault, Men",Vitali Shcherba,EUN,Hryhoriy Misiutin,EUN,Yu Ok-Yeol,KOR
Medal winners Barcelona 1992,"Parallel Bars, Men",Vitali Shcherba,EUN,Li Jing,CHN,Guo LinyaoIhor KorobchinskyiMasayuki Matsunaga,CHNEUNJPN
Medal winners Barcelona 1992,"Horizontal Bar, Men",Trent Dimas,USA,Hryhoriy MisiutinAndreas Wecker,EUNGER,—,—
Medal winners Barcelona 1992,"Rings, Men",Vitali Shcherba,EUN,Li Jing,CHN,Li XiaoshuangAndreas Wecker,CHNGER
Medal winners Barcelona 1992,"Pommelled Horse, Men",Vitali ShcherbaPae Gil-Su,EUNPRK,—,—,Andreas Wecker,GER
Medal winners Barcelona 1992,"Individual All-Around, Women",Tatyana Gutsu,EUN,Shannon Miller,USA,Lavinia Miloșovici,ROU
Medal winners Barcelona 1992,"Team All-Around, Women",Unified Team,EUN,Romania,ROU,United States,USA
Medal winners Barcelona 1992,"Floor Exercise, Women",Lavinia Miloșovici,ROU,Henrietta Ónodi,HUN,Tatyana GutsuCristina BontașShannon Miller,EUNROUUSA
Medal winners Barcelona 1992,"Horse Vault, Women",Henrietta ÓnodiLavinia Miloșovici,HUNROU,—,—,Tatyana Lysenko,EUN
Medal winners Barcelona 1992,"Uneven Bars, Women",Lu Li,CHN,Tatyana Gutsu,EUN,Shannon Miller,USA
Medal winners Barcelona 1992,"Balance Beam, Women",Tatyana Lysenko,EUN,Lu LiShannon Miller,CHNUSA,—,—
Medal winners Barcelona 1992,Artistic Swimming,,,,,,
Medal winners Barcelona 1992,"Solo, Women",Sylvie FréchetteKristen Babb-Sprague,CANUSA,—,—,Fumiko Okuno,JPN
Medal winners Barcelona 1992,"Duet, Women",United States,USA,Canada,CAN,Japan,JPN
Medal winners Barcelona 1992,Athletics,,,,,,
Medal winners Barcelona 1992,"100 metres, Men",Linford Christie,GBR,Frankie Fredericks,NAM,Dennis Mitchell,USA
Medal winners Barcelona 1992,"200 metres, Men",Mike Marsh,USA,Frankie Fredericks,NAM,Michael Bates,USA
Medal winners Barcelona 1992,"400 metres, Men",Quincy Watts,USA,Steve Lewis,USA,Samson Kitur,KEN
Medal winners Barcelona 1992,"800 metres, Men",William Tanui,KEN,Nixon Kiprotich,KEN,Johnny Gray,USA
Medal winners Barcelona 1992,"1,500 metres, Men",Fermín Cacho,ESP,Rachid El-Basir,MAR,Mohamed Suleiman,QAT
Medal winners Barcelona 1992,"5,000 metres, Men",Dieter Baumann,GER,Paul Bitok,KEN,Fita Bayesa,ETH
Medal winners Barcelona 1992,"10,000 metres, Men",Khalid Skah,MAR,Richard Chelimo,KEN,Addis Abebe,ETH
Medal winners Barcelona 1992,"Marathon, Men",Hwang Yeong-Jo,KOR,Koichi Morishita,JPN,Stephan Freigang,GER
Medal winners Barcelona 1992,"110 metres Hurdles, Men",Mark McKoy,CAN,Tony Dees,USA,Jack Pierce,USA
Medal winners Barcelona 1992,"400 metres Hurdles, Men",Kevin Young,USA,Winthrop Graham,JAM,Kriss Akabusi,GBR
Medal winners Barcelona 1992,"3,000 metres Steeplechase, Men",Matthew Birir,KEN,Patrick Sang,KEN,William Mutwol,KEN
Medal winners Barcelona 1992,"4 × 100 metres Relay, Men",United States,USA,Nigeria,NGR,Cuba,CUB
Medal winners Barcelona 1992,"4 × 400 metres Relay, Men",United States,USA,Cuba,CUB,Great Britain,GBR
Medal winners Barcelona 1992,"20 kilometres Race Walk, Men",Daniel Plaza,ESP,Guillaume LeBlanc,CAN,Giovanni De Benedictis,ITA
Medal winners Barcelona 1992,"50 kilometres Race Walk, Men",Andrey Perlov,EUN,Carlos Mercenario,MEX,Ronald Weigel,GER
Medal winners Barcelona 1992,"High Jump, Men",Javier Sotomayor,CUB,Patrik Sjöberg,SWE,Tim ForsythArtur PartykaHollis Conway,AUSPOLUSA
Medal winners Barcelona 1992,"Pole Vault, Men",Maksim Tarasov,EUN,Igor Trandenkov,EUN,Javier García,ESP
Medal winners Barcelona 1992,"Long Jump, Men",Carl Lewis,USA,Mike Powell,USA,Joe Greene,USA
Medal winners Barcelona 1992,"Triple Jump, Men",Mike Conley,USA,Charlie Simpkins,USA,Frank Rutherford,BAH
Medal winners Barcelona 1992,"Shot Put, Men",Mike Stulce,USA,Jim Doehring,USA,Vyacheslav Lykho,EUN
Medal winners Barcelona 1992,"Discus Throw, Men",Romas Ubartas,LTU,Jürgen Schult,GER,Roberto Moya,CUB
Medal winners Barcelona 1992,"Hammer Throw, Men",Andrey Abduvaliyev,EUN,Ihar Astapkovich,EUN,Igor Nikulin,EUN
Medal winners Barcelona 1992,"Javelin Throw, Men",Jan Železný,TCH,Seppo Räty,FIN,Steve Backley,GBR
Medal winners Barcelona 1992,"Decathlon, Men",Robert Změlík,TCH,Antonio Peñalver,ESP,Dave Johnson,USA
Medal winners Barcelona 1992,"100 metres, Women",Gail Devers,USA,Juliet Cuthbert,JAM,Irina Privalova,EUN
Medal winners Barcelona 1992,"200 metres, Women",Gwen Torrence,USA,Juliet Cuthbert,JAM,Merlene Ottey,JAM
Medal winners Barcelona 1992,"400 metres, Women",Marie-José Pérec,FRA,Olga Bryzgina,EUN,Ximena Restrepo,COL
Medal winners Barcelona 1992,"800 metres, Women",Ellen van Langen,NED,Liliya Nurutdinova,EUN,Ana Fidelia Quirós,CUB
Medal winners Barcelona 1992,"1,500 metres, Women",Hassiba Boulmerka,ALG,Lyudmila Rogachova,EUN,Qu Yunxia,CHN
Medal winners Barcelona 1992,"3,000 metres, Women",Yelena Romanova,EUN,Tetiana Dorovskikh,EUN,Angela Chalmers,CAN
Medal winners Barcelona 1992,"10,000 metres, Women",Derartu Tulu,ETH,Elana Meyer,RSA,Lynn Jennings,USA
Medal winners Barcelona 1992,"Marathon, Women",Valentina Yegorova,EUN,Yuko Arimori,JPN,Lorraine Moller,NZL
Medal winners Barcelona 1992,"100 metres Hurdles, Women",Voula Patoulidou,GRE,LaVonna Martin,USA,Yordanka Donkova,BUL
Medal winners Barcelona 1992,"400 metres Hurdles, Women",Sally Gunnell,GBR,Sandra Farmer-Patrick,USA,Janeene Vickers,USA
Medal winners Barcelona 1992,"4 × 100 metres Relay, Women",United States,USA,Unified Team,EUN,Nigeria,NGR
Medal winners Barcelona 1992,"4 × 400 metres Relay, Women",Unified Team,EUN,United States,USA,Great Britain,GBR
Medal winners Barcelona 1992,"10 kilometres Race Walk, Women",Chen Yueling,CHN,Yelena Nikolayeva,EUN,Li Chunxiu,CHN
Medal winners Barcelona 1992,"High Jump, Women",Heike Henkel,GER,Galina Astafei,ROU,Ioamnet Quintero,CUB
Medal winners Barcelona 1992,"Long Jump, Women",Heike Drechsler,GER,Inesa Kravets,EUN,Jackie Joyner-Kersee,USA
Medal winners Barcelona 1992,"Shot Put, Women",Svetlana Krivelyova,EUN,Huang Zhihong,CHN,Kathrin Neimke,GER
Medal winners Barcelona 1992,"Discus Throw, Women",Maritza Martén,CUB,Tsvetanka Hristova,BUL,Daniela Costian,AUS
Medal winners Barcelona 1992,"Javelin Throw, Women",Silke Renk,GER,Natallia Shykalenka,EUN,Karen Forkel,GER
Medal winners Barcelona 1992,"Heptathlon, Women",Jackie Joyner-Kersee,USA,Irina Belova,EUN,Sabine Braun,GER
Medal winners Barcelona 1992,Badminton,,,,,,
Medal winners Barcelona 1992,"Singles, Men",Alan Budikusuma,INA,Ardy Wiranata,INA,Thomas Stuer-LauridsenHermawan Susanto,DENINA
Medal winners Barcelona 1992,"Doubles, Men",Republic of Korea 1,KOR,Indonesia 1,INA,People's Republic of China 2Malaysia 2,CHNMAS
Medal winners Barcelona 1992,"Singles, Women",Susy Susanti,INA,Bang Su-Hyeon,KOR,Huang HuaTang Jiuhong,CHNCHN
Medal winners Barcelona 1992,"Doubles, Women",Republic of Korea 2,KOR,People's Republic of China 1,CHN,People's Republic of China 2Republic of Korea 1,CHNKOR
Medal winners Barcelona 1992,Baseball,,,,,,
Medal winners Barcelona 1992,"Baseball, Men",Cuba,CUB,Chinese Taipei,TPE,Japan,JPN
Medal winners Barcelona 1992,Basketball,,,,,,
Medal winners Barcelona 1992,"Basketball, Men",United States,USA,Croatia,CRO,Lithuania,LTU
Medal winners Barcelona 1992,"Basketball, Women",Unified Team,EUN,People's Republic of China,CHN,United States,USA
Medal winners Barcelona 1992,Boxing,,,,,,
Medal winners Barcelona 1992,"Light-Flyweight, Men",Rogelio Marcelo,CUB,Daniel Bozhinov,BUL,Jan QuastRoel Velasco,GERPHI
Medal winners Barcelona 1992,"Flyweight, Men",Choi Chol-Su,PRK,Raúl González,CUB,István KovácsTim Austin,HUNUSA
Medal winners Barcelona 1992,"Bantamweight, Men",Joel Casamayor,CUB,Wayne McCullough,IRL,Mohamed AchikLi Gwang-Sik,MARPRK
Medal winners Barcelona 1992,"Featherweight, Men",Andreas Tews,GER,Faustino Reyes,ESP,Hocine SoltaniRamaz Paliani,ALGEUN
Medal winners Barcelona 1992,"Lightweight, Men",Oscar De La Hoya,USA,Marco Rudolph,GER,Hong Seong-SikNamjilyn Bayarsaikhan,KORMGL
Medal winners Barcelona 1992,"Light-Welterweight, Men",Héctor Vinent,CUB,Mark Leduc,CAN,Jyri KjällLeonard Doroftei,FINROU
Medal winners Barcelona 1992,"Welterweight, Men",Michael Carruth,IRL,Juan Hernández Sierra,CUB,Aníbal AcevedoArkhom Chenglai,PURTHA
Medal winners Barcelona 1992,"Light-Middleweight, Men",Juan Carlos Lemus,CUB,Orhan Delibas,NED,Robin ReidGyörgy Mizsei,GBRHUN
Medal winners Barcelona 1992,"Middleweight, Men",Ariel Hernández,CUB,Chris Byrd,USA,Chris JohnsonLee Seung-Bae,CANKOR
Medal winners Barcelona 1992,"Light-Heavyweight, Men",Torsten May,GER,Rostyslav Zaulychnyi,EUN,Zoltán BéresWojciech Bartnik,HUNPOL
Medal winners Barcelona 1992,"Heavyweight, Men",Félix Savón,CUB,David Izonritei,NGR,Arnold VanderlijdeDavid Tua,NEDNZL
Medal winners Barcelona 1992,"Super-Heavyweight, Men",Roberto Balado,CUB,Richard Igbineghu,NGR,Svilen RusinovBrian Nielsen,BULDEN
Medal winners Barcelona 1992,Canoe Slalom,,,,,,
Medal winners Barcelona 1992,"Kayak Singles, Slalom, Men",Pierpaolo Ferrazzi,ITA,Sylvain Curinier,FRA,Jochen Lettmann,GER
Medal winners Barcelona 1992,"Canadian Singles, Slalom, Men",Lukáš Pollert,TCH,Gareth Marriott,GBR,Jacky Avril,FRA
Medal winners Barcelona 1992,"Canadian Doubles, Slalom, Men",United States 1,USA,Czechoslovakia 1,TCH,France 1,FRA
Medal winners Barcelona 1992,"Kayak Singles, Slalom, Women",Elisabeth Micheler,GER,Danielle Woodward,AUS,Dana Chladek,USA
Medal winners Barcelona 1992,Canoe Sprint,,,,,,
Medal winners Barcelona 1992,"Kayak Singles, 500 metres, Men",Mikko Kolehmainen,FIN,Zsolt Gyulay,HUN,Knut Holmann,NOR
Medal winners Barcelona 1992,"Kayak Singles, 1,000 metres, Men",Clint Robinson,AUS,Knut Holmann,NOR,Greg Barton,USA
Medal winners Barcelona 1992,"Kayak Doubles, 500 metres, Men",Germany,GER,Poland,POL,Italy,ITA
Medal winners Barcelona 1992,"Kayak Doubles, 1,000 metres, Men",Germany,GER,Sweden,SWE,Poland,POL
Medal winners Barcelona 1992,"Kayak Fours, 1,000 metres, Men",Germany,GER,Hungary,HUN,Australia,AUS
Medal winners Barcelona 1992,"Canadian Singles, 500 metres, Men",Nikolay Buhalov,BUL,Mykhailo Slivinsky,EUN,Olaf Heukrodt,GER
Medal winners Barcelona 1992,"Canadian Singles, 1,000 metres, Men",Nikolay Buhalov,BUL,Ivans Klementjevs,LAT,György Zala,HUN
Medal winners Barcelona 1992,"Canadian Doubles, 500 metres, Men",Unified Team,EUN,Germany,GER,Bulgaria,BUL
Medal winners Barcelona 1992,"Canadian Doubles, 1,000 metres, Men",Germany,GER,Denmark,DEN,France,FRA
Medal winners Barcelona 1992,"Kayak Singles, 500 metres, Women",Birgit Schmidt,GER,Rita Kőbán,HUN,Izabela Dylewska-Światowiak,POL
Medal winners Barcelona 1992,"Kayak Doubles, 500 metres, Women",Germany,GER,Sweden,SWE,Hungary,HUN
Medal winners Barcelona 1992,"Kayak Fours, 500 metres, Women",Hungary,HUN,Germany,GER,Sweden,SWE
Medal winners Barcelona 1992,Cycling Road,,,,,,
Medal winners Barcelona 1992,"Road Race, Individual, Men",Fabio Casartelli,ITA,Erik Dekker,NED,Dainis Ozols,LAT
Medal winners Barcelona 1992,"100 kilometres Team Time Trial, Men",Germany,GER,Italy,ITA,France,FRA
Medal winners Barcelona 1992,"Road Race, Individual, Women",Kathy Watt,AUS,Jeannie Longo-Ciprelli,FRA,Monique Knol,NED
Medal winners Barcelona 1992,Cycling Track,,,,,,
Medal winners Barcelona 1992,"Sprint, Men",Jens Fiedler,GER,Gary Neiwand,AUS,Curt Harnett,CAN
Medal winners Barcelona 1992,"1,000 metres Time Trial, Men",José Moreno,ESP,Shane Kelly,AUS,Erin Hartwell,USA
Medal winners Barcelona 1992,"Individual Pursuit, 4,000 metres, Men",Chris Boardman,GBR,Jens Lehmann,GER,Gary Anderson,NZL
Medal winners Barcelona 1992,"Team Pursuit, 4,000 metres, Men",Germany,GER,Australia,AUS,Denmark,DEN
Medal winners Barcelona 1992,"Points Race, Men",Giovanni Lombardi,ITA,Léon van Bon,NED,Cédric Mathy,BEL
Medal winners Barcelona 1992,"Sprint, Women",Erika Salumäe,EST,Annett Neumann,GER,Ingrid Haringa,NED
Medal winners Barcelona 1992,"Individual Pursuit, Women",Petra Roßner,GER,Kathy Watt,AUS,Rebecca Twigg,USA
Medal winners Barcelona 1992,Diving,,,,,,
Medal winners Barcelona 1992,"Springboard, Men",Mark Lenzi,USA,Tan Liangde,CHN,Dmitry Sautin,EUN
Medal winners Barcelona 1992,"Platform, Men",Sun Shuwei,CHN,Scott Donie,USA,Xiong Ni,CHN
Medal winners Barcelona 1992,"Springboard, Women",Gao Min,CHN,Irina Lashko,EUN,Brita Baldus,GER
Medal winners Barcelona 1992,"Platform, Women",Fu Mingxia,CHN,Yelena Miroshina,EUN,Mary Ellen Clark,USA
Medal winners Barcelona 1992,Equestrian Dressage,,,,,,
Medal winners Barcelona 1992,"Individual, Open",Nicole Uphoff,GER,Isabell Werth,GER,Klaus Balkenhol,GER
Medal winners Barcelona 1992,"Team, Open",Germany,GER,Netherlands,NED,United States,USA
Medal winners Barcelona 1992,Equestrian Eventing,,,,,,
Medal winners Barcelona 1992,"Individual, Open",Matt Ryan,AUS,Herbert Blöcker,GER,Blyth Tait,NZL
Medal winners Barcelona 1992,"Team, Open",Australia,AUS,New Zealand,NZL,Germany,GER
Medal winners Barcelona 1992,Equestrian Jumping,,,,,,
Medal winners Barcelona 1992,"Individual, Open",Ludger Beerbaum,GER,Piet Raijmakers,NED,Norman Dello Joio,USA
Medal winners Barcelona 1992,"Team, Open",Netherlands,NED,Austria,AUT,France,FRA
Medal winners Barcelona 1992,Fencing,,,,,,
Medal winners Barcelona 1992,"Foil, Individual, Men",Philippe Omnès,FRA,Serhiy Holubytskyi,EUN,Elvis Gregory,CUB
Medal winners Barcelona 1992,"Foil, Team, Men",Germany,GER,Cuba,CUB,Poland,POL
Medal winners Barcelona 1992,"Épée, Individual, Men",Éric Srecki,FRA,Pavel Kolobkov,EUN,Jean-Michel Henry,FRA
Medal winners Barcelona 1992,"Épée, Team, Men",Germany,GER,Hungary,HUN,Unified Team,EUN
Medal winners Barcelona 1992,"Sabre, Individual, Men",Bence Szabó,HUN,Marco Marin,ITA,Jean-François Lamour,FRA
Medal winners Barcelona 1992,"Sabre, Team, Men",Unified Team,EUN,Hungary,HUN,France,FRA
Medal winners Barcelona 1992,"Foil, Individual, Women",Giovanna Trillini,ITA,Wang Huifeng,CHN,Tatyana Sadovskaya,EUN
Medal winners Barcelona 1992,"Foil, Team, Women",Italy,ITA,Germany,GER,Romania,ROU
Medal winners Barcelona 1992,Football,,,,,,
Medal winners Barcelona 1992,"Football, Men",Spain,ESP,Poland,POL,Ghana,GHA
Medal winners Barcelona 1992,Handball,,,,,,
Medal winners Barcelona 1992,"Handball, Men",Unified Team,EUN,Sweden,SWE,France,FRA
Medal winners Barcelona 1992,"Handball, Women",Republic of Korea,KOR,Norway,NOR,Unified Team,EUN
Medal winners Barcelona 1992,Hockey,,,,,,
Medal winners Barcelona 1992,"Hockey, Men",Germany,GER,Australia,AUS,Pakistan,PAK
Medal winners Barcelona 1992,"Hockey, Women",Spain,ESP,Germany,GER,Great Britain,GBR
Medal winners Barcelona 1992,Judo,,,,,,
Medal winners Barcelona 1992,"Extra-Lightweight, Men",Nazim Hüseynov,EUN,Yun Hyeon,KOR,Richard TrautmannTadanori Koshino,GERJPN
Medal winners Barcelona 1992,"Half-Lightweight, Men",Rogério Sampaio,BRA,József Csák,HUN,Israel HernándezUdo Quellmalz,CUBGER
Medal winners Barcelona 1992,"Lightweight, Men",Toshihiko Koga,JPN,Bertalan Hajtós,HUN,Shay-Oren SmadjaJeong Hun,ISRKOR
Medal winners Barcelona 1992,"Half-Middleweight, Men",Hidehiko Yoshida,JPN,Jason Morris,USA,Bertrand DamaisinKim Byeong-Ju,FRAKOR
Medal winners Barcelona 1992,"Middleweight, Men",Waldemar Legień,POL,Pascal Tayot,FRA,Nicolas GillHirotaka Okada,CANJPN
Medal winners Barcelona 1992,"Half-Heavyweight, Men",Antal Kovács,HUN,Ray Stevens,GBR,Dmitry SergeyevTheo Meijer,EUNNED
Medal winners Barcelona 1992,"Heavyweight, Men",Davit Khakhaleishvili,EUN,Naoya Ogawa,JPN,David DouilletImre Csősz,FRAHUN
Medal winners Barcelona 1992,"Extra-Lightweight, Women",Cécile Nowak,FRA,Ryoko Tamura,JPN,Amarilis SavónHülya Şenyurt,CUBTUR
Medal winners Barcelona 1992,"Half-Lightweight, Women",Almudena Muñoz,ESP,Noriko Mizoguchi,JPN,Li ZhongyunSharon Rendle,CHNGBR
Medal winners Barcelona 1992,"Lightweight, Women",Míriam Blasco,ESP,Nicola Fairbrother,GBR,Driulis GonzálezChiyori Tateno,CUBJPN
Medal winners Barcelona 1992,"Half-Middleweight, Women",Catherine Fleury,FRA,Yael Arad,ISR,Zhang DiYelena Petrova,CHNEUN
Medal winners Barcelona 1992,"Middleweight, Women",Odalis Revé,CUB,Emanuela Pierantozzi,ITA,Heidi RakelsKate Howey,BELGBR
Medal winners Barcelona 1992,"Half-Heavyweight, Women",Kim Mi-Jeong,KOR,Yoko Tanabe,JPN,Laëtitia MeignanIrene de Kok,FRANED
Medal winners Barcelona 1992,"Heavyweight, Women",Zhuang Xiaoyan,CHN,Estela Rodríguez,CUB,Nathalie LupinoYoko Sakaue,FRAJPN
Medal winners Barcelona 1992,Modern Pentathlon,,,,,,
Medal winners Barcelona 1992,"Individual, Men",Arkadiusz Skrzypaszek,POL,Attila Mizsér,HUN,Eduard Zenovka,EUN
Medal winners Barcelona 1992,"Team, Men",Poland,POL,Unified Team,EUN,Italy,ITA
Medal winners Barcelona 1992,Rhythmic Gymnastics,,,,,,
Medal winners Barcelona 1992,"Individual, Women",Aleksandra Timoshenko,EUN,Carolina Pascual,ESP,Oksana Skaldina,EUN
Medal winners Barcelona 1992,Rowing,,,,,,
Medal winners Barcelona 1992,"Single Sculls, Men",Thomas Lange,GER,"Václav Chalupa, Jr.",TCH,Kajetan Broniewski,POL
Medal winners Barcelona 1992,"Double Sculls, Men",Australia,AUS,Austria,AUT,Netherlands,NED
Medal winners Barcelona 1992,"Quadruple Sculls, Men",Germany,GER,Norway,NOR,Italy,ITA
Medal winners Barcelona 1992,"Coxless Pairs, Men",Great Britain,GBR,Germany,GER,Slovenia,SLO
Medal winners Barcelona 1992,"Coxed Pairs, Men",Great Britain,GBR,Italy,ITA,Romania,ROU
Medal winners Barcelona 1992,"Coxless Fours, Men",Australia,AUS,United States,USA,Slovenia,SLO
Medal winners Barcelona 1992,"Coxed Fours, Men",Romania,ROU,Germany,GER,Poland,POL
Medal winners Barcelona 1992,"Eights, Men",Canada,CAN,Romania,ROU,Germany,GER
Medal winners Barcelona 1992,"Single Sculls, Women",Elisabeta Lipă,ROU,Annelies Bredael,BEL,Silken Laumann,CAN
Medal winners Barcelona 1992,"Double Sculls, Women",Germany,GER,Romania,ROU,People's Republic of China,CHN
Medal winners Barcelona 1992,"Quadruple Sculls, Women",Germany,GER,Romania,ROU,Unified Team,EUN
Medal winners Barcelona 1992,"Coxless Pairs, Women",Canada,CAN,Germany,GER,United States,USA
Medal winners Barcelona 1992,"Coxless Fours, Women",Canada,CAN,United States,USA,Germany,GER
Medal winners Barcelona 1992,"Eights, Women",Canada,CAN,Romania,ROU,Germany,GER
Medal winners Barcelona 1992,Sailing,,,,,,
Medal winners Barcelona 1992,"Windsurfer, Men",Franck David,FRA,Mike Gebhardt,USA,Lars Kleppich,AUS
Medal winners Barcelona 1992,"One Person Dinghy, Men",José María van der Ploeg,ESP,Brian Ledbetter,USA,Craig Monk,NZL
Medal winners Barcelona 1992,"Two Person Dinghy, Men",Spain,ESP,United States,USA,Estonia,EST
Medal winners Barcelona 1992,"Two Person Keelboat, Open",United States,USA,New Zealand,NZL,Canada,CAN
Medal winners Barcelona 1992,"Multihull, Open",France,FRA,United States,USA,Australia,AUS
Medal winners Barcelona 1992,"Three Person Keelboat, Open",Denmark,DEN,United States,USA,Great Britain,GBR
Medal winners Barcelona 1992,"Two Person Heavyweight Dinghy, Open",Spain,ESP,United States,USA,Denmark,DEN
Medal winners Barcelona 1992,"Windsurfer, Women",Barbara Kendall,NZL,Zhang Xiaodong,CHN,Dorien de Vries,NED
Medal winners Barcelona 1992,"One Person Dinghy, Women",Linda Andersen,NOR,Natalia Vía Dufresne,ESP,Julia Trotman,USA
Medal winners Barcelona 1992,"Two Person Dinghy, Women",Spain,ESP,New Zealand,NZL,United States,USA
Medal winners Barcelona 1992,Shooting,,,,,,
Medal winners Barcelona 1992,"Air Pistol, 10 metres, Men",Wang Yifu,CHN,Sergey Pyzhyanov,EUN,Sorin Babii,ROU
Medal winners Barcelona 1992,"Rapid-Fire Pistol, 25 metres, Men",Ralf Schumann,GER,Afanasijs Kuzmins,LAT,Vladimir Vokhmyanin,EUN
Medal winners Barcelona 1992,"Free Pistol, 50 metres, Men",Kanstantsin Lukaschyk,EUN,Wang Yifu,CHN,Ragnar Skanåker,SWE
Medal winners Barcelona 1992,"Air Rifle, 10 metres, Men",Yury Fedkin,EUN,Franck Badiou,FRA,Hans Riederer,GER
Medal winners Barcelona 1992,"Small-Bore Rifle, Three Positions, 50 metres, Men",Hrachya Petikyan,EUN,Bob Foth,USA,Ryohei Koba,JPN
Medal winners Barcelona 1992,"Small-Bore Rifle, Prone, 50 metres, Men",Lee Eun-Cheol,KOR,Harald Stenvaag,NOR,Stevan Pletikosić,IOA
Medal winners Barcelona 1992,"Running Target, 10 metres, Men",Michael Jakosits,GER,Anatoly Asrabayev,EUN,Luboš Račanský,TCH
Medal winners Barcelona 1992,"Trap, Open",Petr Hrdlička,TCH,Kazumi Watanabe,JPN,Marco Venturini,ITA
Medal winners Barcelona 1992,"Skeet, Open",Zhang Shan,CHN,Juan Jorge Giha Yarur,PER,Bruno Rossetti,ITA
Medal winners Barcelona 1992,"Air Pistol, 10 metres, Women",Marina Logvinenko,EUN,Jasna Šekarić,IOA,Mariya Grozdeva,BUL
Medal winners Barcelona 1992,"Sporting Pistol, 25 metres, Women",Marina Logvinenko,EUN,Li Duihong,CHN,Dorjsurengiin Mönkhbayar,MGL
Medal winners Barcelona 1992,"Air Rifle, 10 metres, Women",Yeo Gap-Sun,KOR,Vesela Lecheva,BUL,Aranka Binder,IOA
Medal winners Barcelona 1992,"Small-Bore Rifle, Three Positions, 50 metres, Women",Launi Meili,USA,Nonka Matova,BUL,Małgorzata Książkiewicz,POL
Medal winners Barcelona 1992,Swimming,,,,,,
Medal winners Barcelona 1992,"50 metres Freestyle, Men",Aleksandr Popov,EUN,Matt Biondi,USA,Tom Jager,USA
Medal winners Barcelona 1992,"100 metres Freestyle, Men",Aleksandr Popov,EUN,Gustavo Borges,BRA,Stéphan Caron,FRA
Medal winners Barcelona 1992,"200 metres Freestyle, Men",Yevgeny Sadovy,EUN,Anders Holmertz,SWE,Antti Kasvio,FIN
Medal winners Barcelona 1992,"400 metres Freestyle, Men",Yevgeny Sadovy,EUN,Kieren Perkins,AUS,Anders Holmertz,SWE
Medal winners Barcelona 1992,"1,500 metres Freestyle, Men",Kieren Perkins,AUS,Glen Housman,AUS,Jörg Hoffmann,GER
Medal winners Barcelona 1992,"4 × 100 metres Freestyle Relay, Men",United States,USA,Unified Team,EUN,Germany,GER
Medal winners Barcelona 1992,"4 × 200 metres Freestyle Relay, Men",Unified Team,EUN,Sweden,SWE,United States,USA
Medal winners Barcelona 1992,"100 metres Backstroke, Men",Mark Tewksbury,CAN,Jeff Rouse,USA,Dave Berkoff,USA
Medal winners Barcelona 1992,"200 metres Backstroke, Men",Martín López-Zubero,ESP,Vladimir Selkov,EUN,Stefano Battistelli,ITA
Medal winners Barcelona 1992,"100 metres Breaststroke, Men",Nelson Diebel,USA,Norbert Rózsa,HUN,Phil Rogers,AUS
Medal winners Barcelona 1992,"200 metres Breaststroke, Men",Mike Barrowman,USA,Norbert Rózsa,HUN,Nick Gillingham,GBR
Medal winners Barcelona 1992,"100 metres Butterfly, Men",Pablo Morales,USA,Rafał Szukała,POL,Anthony Nesty,SUR
Medal winners Barcelona 1992,"200 metres Butterfly, Men",Mel Stewart,USA,Danyon Loader,NZL,Franck Esposito,FRA
Medal winners Barcelona 1992,"200 metres Individual Medley, Men",Tamás Darnyi,HUN,Greg Burgess,USA,Attila Czene,HUN
Medal winners Barcelona 1992,"400 metres Individual Medley, Men",Tamás Darnyi,HUN,Eric Namesnik,USA,Luca Sacchi,ITA
